"predicate_id","mechanism_id","predicate_ordinal_within_mechanism","mechanism_predicate_count","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","independent_condition_summary","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status","review_status"
"US-CP-000478","US-CM-000248","1","2","US-AM-ATOM-000032","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/DISTINCT-BALLOTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: they shall name in their ballots the person voted for as President, and in distinct ballots the person voted for as Vice-President","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","President choice named on ballot; Vice-President choice named on a distinct ballot","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000479","US-CM-000248","2","2","US-AM-ATOM-000032","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/DISTINCT-BALLOTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: they shall name in their ballots the person voted for as President, and in distinct ballots the person voted for as Vice-President","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","President choice named on ballot; Vice-President choice named on a distinct ballot","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000480","US-CM-000249","1","3","US-AM-ATOM-000033","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/VOTE-LISTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall make distinct lists of all persons voted for as President, and of all persons voted for as Vice-President, and of the number of votes for each","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","distinct President list; distinct Vice-President list; number of votes recorded for each","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000481","US-CM-000249","2","3","US-AM-ATOM-000033","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/VOTE-LISTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall make distinct lists of all persons voted for as President, and of all persons voted for as Vice-President, and of the number of votes for each","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","distinct President list; distinct Vice-President list; number of votes recorded for each","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000482","US-CM-000249","3","3","US-AM-ATOM-000033","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/VOTE-LISTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall make distinct lists of all persons voted for as President, and of all persons voted for as Vice-President, and of the number of votes for each","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","distinct President list; distinct Vice-President list; number of votes recorded for each","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000483","US-CM-000250","1","4","US-AM-ATOM-000034","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/CERTIFICATION-TRANSMISSION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: which lists they shall sign and certify, and transmit sealed to the seat of the government of the United States, directed to the President of the Senate","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","lists signed; lists certified; lists transmitted sealed to seat of government; transmission directed to President of Senate","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000484","US-CM-000250","2","4","US-AM-ATOM-000034","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/CERTIFICATION-TRANSMISSION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: which lists they shall sign and certify, and transmit sealed to the seat of the government of the United States, directed to the President of the Senate","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","lists signed; lists certified; lists transmitted sealed to seat of government; transmission directed to President of Senate","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000485","US-CM-000250","3","4","US-AM-ATOM-000034","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/CERTIFICATION-TRANSMISSION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: which lists they shall sign and certify, and transmit sealed to the seat of the government of the United States, directed to the President of the Senate","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","lists signed; lists certified; lists transmitted sealed to seat of government; transmission directed to President of Senate","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000486","US-CM-000250","4","4","US-AM-ATOM-000034","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/ELECTORS/CERTIFICATION-TRANSMISSION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: which lists they shall sign and certify, and transmit sealed to the seat of the government of the United States, directed to the President of the Senate","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","lists signed; lists certified; lists transmitted sealed to seat of government; transmission directed to President of Senate","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000487","US-CM-000251","1","3","US-AM-ATOM-000035","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/CERTIFICATES/OPENING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: -- the President of the Senate shall, in the presence of the Senate and House of Representatives, open all the certificates","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","President of Senate as opening actor; Senate and House presence; all certificates opened","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000488","US-CM-000251","2","3","US-AM-ATOM-000035","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/CERTIFICATES/OPENING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: -- the President of the Senate shall, in the presence of the Senate and House of Representatives, open all the certificates","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","President of Senate as opening actor; Senate and House presence; all certificates opened","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000489","US-CM-000251","3","3","US-AM-ATOM-000035","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/CERTIFICATES/OPENING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: -- the President of the Senate shall, in the presence of the Senate and House of Representatives, open all the certificates","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","President of Senate as opening actor; Senate and House presence; all certificates opened","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000490","US-CM-000252","1","1","US-AM-ATOM-000036","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/VOTE-COUNT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the votes shall then be counted","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000491","US-CM-000253","1","2","US-AM-ATOM-000037","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/PRESIDENT/MAJORITY-SELECTION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: -- The person having the greatest number of votes for President, shall be the President, if such number be a majority of the whole number of Electors appointed","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","greatest-number condition; majority-of-whole-electors threshold","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000492","US-CM-000253","2","2","US-AM-ATOM-000037","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/PRESIDENT/MAJORITY-SELECTION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: -- The person having the greatest number of votes for President, shall be the President, if such number be a majority of the whole number of Electors appointed","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","greatest-number condition; majority-of-whole-electors threshold","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
