"mechanism_id","source_clause_id","mechanism_family","normalized_mechanism","negative_condition","jurisdiction_scope","orynth_mapping_status","correspondence_grade","notes"
"US-CM-000298","US-AM-ATOM-000083","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of their successors shall then begin.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/FEDERAL-OFFICE/SUCCESSOR-TERM-BEGIN","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000031; source_construction=US-AM-ATOM-CAND-000031; amendment=20; section=1; child=3/3."
"US-CM-000299","US-AM-ATOM-000084","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall assemble at least once in every year","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/ANNUAL-ASSEMBLY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000032; source_construction=US-AM-ATOM-CAND-000032; amendment=20; section=2; child=1/2."
"US-CM-000300","US-AM-ATOM-000085","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/ASSEMBLY-DATE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000032; source_construction=US-AM-ATOM-CAND-000032; amendment=20; section=2; child=2/2."
"US-CM-000301","US-AM-ATOM-000086","F1","The Constitution establishes this authority, succession, or office-transition rule: If, at the time fixed for the beginning of the term of the President, the President elect shall have died, the Vice President elect shall become President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-DEATH","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000033; source_construction=US-AM-ATOM-CAND-000033; amendment=20; section=3; child=1/4."
"US-CM-000302","US-AM-ATOM-000087","F1","The Constitution establishes this authority, succession, or office-transition rule: If a President shall not have been chosen before the time fixed for the beginning of his term, or if the President elect shall have failed to qualify, then the Vice President elect shall act as President until a President shall have qualified","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-NOT-QUALIFIED","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000033; source_construction=US-AM-ATOM-CAND-000033; amendment=20; section=3; child=2/4."
"US-CM-000303","US-AM-ATOM-000088","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000033; source_construction=US-AM-ATOM-CAND-000033; amendment=20; section=3; child=3/4."
"US-CM-000304","US-AM-ATOM-000089","F1","The Constitution establishes this authority, succession, or office-transition rule: and such person shall act accordingly until a President or Vice President shall have qualified.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/SUCCESSION/ACTING-PRESIDENT-DURATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000033; source_construction=US-AM-ATOM-CAND-000033; amendment=20; section=3; child=4/4."
"US-CM-000305","US-AM-ATOM-000090","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/CONTINGENT-PRESIDENT/DEATH-PROVISION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000034; source_construction=US-AM-ATOM-CAND-000034; amendment=20; section=4; child=1/2."
"US-CM-000306","US-AM-ATOM-000091","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/CONTINGENT-VICE-PRESIDENT/DEATH-PROVISION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000034; source_construction=US-AM-ATOM-CAND-000034; amendment=20; section=4; child=2/2."
"US-CM-000307","US-AM-ATOM-000092","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: Sections 1 and 2 shall take effect on the 15th day of October following the ratification of this article.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/AMENDMENT-20/EFFECTIVE-DATE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000035; source_construction=US-AM-ATOM-CAND-000035; amendment=20; section=5; child=1/1."
"US-CM-000308","US-AM-ATOM-000093","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000036; source_construction=US-AM-ATOM-CAND-000036; amendment=20; section=6; child=1/1."
"US-CM-000309","US-AM-ATOM-000094","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/CONSTITUTION/AMENDMENT-18/REPEAL","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000037; source_construction=US-AM-ATOM-CAND-000037; amendment=21; section=1; child=1/1."
"US-CM-000310","US-AM-ATOM-000095","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000038; source_construction=US-AM-ATOM-CAND-000038; amendment=21; section=2; child=1/1."
"US-CM-000311","US-AM-ATOM-000096","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/CONSTITUTION/AMENDMENT-21/RATIFICATION-TIME-LIMIT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000039; source_construction=US-AM-ATOM-CAND-000039; amendment=21; section=3; child=1/1."
"US-CM-000312","US-AM-ATOM-000097","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be elected to the office of the President more than twice","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/PRESIDENCY/ELECTION/TERM-LIMIT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000040; source_construction=US-AM-ATOM-CAND-000040; amendment=22; section=1; child=1/4."
"US-CM-000313","US-AM-ATOM-000098","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: and no person who has held the office of President, or acted as President, for more than two years of a term to which some other person was elected President shall be elected to the office of the President more than once","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/PRESIDENCY/ELECTION/PARTIAL-TERM-LIMIT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000040; source_construction=US-AM-ATOM-CAND-000040; amendment=22; section=1; child=2/4."
"US-CM-000314","US-AM-ATOM-000099","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: But this Article shall not apply to any person holding the office of President when this Article was proposed by the Congress","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/PRESIDENCY/TERM-LIMIT/PROPOSAL-TRANSITION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000040; source_construction=US-AM-ATOM-CAND-000040; amendment=22; section=1; child=3/4."
"US-CM-000315","US-AM-ATOM-000100","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and shall not prevent any person who may be holding the office of President, or acting as President, during the term within which this Article becomes operative from holding the office of President or acting as President during the remainder of such term.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/PRESIDENCY/TERM-LIMIT/OPERATIVE-TERM-TRANSITION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000040; source_construction=US-AM-ATOM-CAND-000040; amendment=22; section=1; child=4/4."
"US-CM-000316","US-AM-ATOM-000101","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/CONSTITUTION/AMENDMENT-22/RATIFICATION-TIME-LIMIT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000041; source_construction=US-AM-ATOM-CAND-000041; amendment=22; section=2; child=1/1."
"US-CM-000317","US-AM-ATOM-000102","F1","The Constitution establishes this authority, succession, or office-transition rule: The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct: A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/APPOINTMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000042; source_construction=US-AM-ATOM-CAND-000042|US-AM-ATOM-CAND-000043; amendment=23; section=1; child=1/3."
"US-CM-000318","US-AM-ATOM-000103","F6","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/STATUS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000042; source_construction=US-AM-ATOM-CAND-000042|US-AM-ATOM-CAND-000043; amendment=23; section=1; child=2/3."
"US-CM-000319","US-AM-ATOM-000104","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/DUTIES","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000042; source_construction=US-AM-ATOM-CAND-000042|US-AM-ATOM-CAND-000043; amendment=23; section=1; child=3/3."
"US-CM-000320","US-AM-ATOM-000105","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/AMENDMENT-23/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000043; source_construction=US-AM-ATOM-CAND-000044; amendment=23; section=2; child=1/1."
"US-CM-000321","US-AM-ATOM-000106","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/VOTING/POLL-TAX","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000044; source_construction=US-AM-ATOM-CAND-000045; amendment=24; section=1; child=1/1."
"US-CM-000322","US-AM-ATOM-000107","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/AMENDMENT-24/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000045; source_construction=US-AM-ATOM-CAND-000046; amendment=24; section=2; child=1/1."
"US-CM-000323","US-AM-ATOM-000108","F1","The Constitution establishes this authority, succession, or office-transition rule: In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/SUCCESSION/REMOVAL-DEATH-RESIGNATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000046; source_construction=US-AM-ATOM-CAND-000047; amendment=25; section=1; child=1/1."
"US-CM-000324","US-AM-ATOM-000109","F1","The Constitution establishes this authority, succession, or office-transition rule: Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/VICE-PRESIDENCY/VACANCY/NOMINATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000047; source_construction=US-AM-ATOM-CAND-000048; amendment=25; section=2; child=1/2."
"US-CM-000325","US-AM-ATOM-000110","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: who shall take office upon confirmation by a majority vote of both Houses of Congress.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/VICE-PRESIDENCY/VACANCY/CONFIRMATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000047; source_construction=US-AM-ATOM-CAND-000048; amendment=25; section=2; child=2/2."
"US-CM-000326","US-AM-ATOM-000111","F1","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000048; source_construction=US-AM-ATOM-CAND-000049; amendment=25; section=3; child=1/1."
"US-CM-000327","US-AM-ATOM-000112","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000049; source_construction=US-AM-ATOM-CAND-000050; amendment=25; section=4; child=1/1."
"US-CM-000328","US-AM-ATOM-000113","F1","The Constitution establishes this authority, succession, or office-transition rule: Thereafter, when the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that no inability exists, he shall resume the powers and duties of his office unless the Vice President and a majority of either the principal officers of the executive department or of such other body as Congress may by law provide, transmit within four days to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000050; source_construction=US-AM-ATOM-CAND-000051; amendment=25; section=4; child=1/6."
"US-CM-000329","US-AM-ATOM-000114","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Thereupon Congress shall decide the issue","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/DECISION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000050; source_construction=US-AM-ATOM-CAND-000051; amendment=25; section=4; child=2/6."
"US-CM-000330","US-AM-ATOM-000115","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: assembling within forty-eight hours for that purpose if not in session","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/ASSEMBLY-TIMING","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000050; source_construction=US-AM-ATOM-CAND-000051; amendment=25; section=4; child=3/6."
"US-CM-000331","US-AM-ATOM-000116","F4","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000050; source_construction=US-AM-ATOM-CAND-000051; amendment=25; section=4; child=4/6."
"US-CM-000332","US-AM-ATOM-000117","F1","The Constitution establishes this authority, succession, or office-transition rule: the Vice President shall continue to discharge the same as Acting President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/INABILITY/ACTING-PRESIDENT-CONTINUATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000050; source_construction=US-AM-ATOM-CAND-000051; amendment=25; section=4; child=5/6."
"US-CM-000333","US-AM-ATOM-000118","F1","The Constitution establishes this authority, succession, or office-transition rule: otherwise, the President shall resume the powers and duties of his office.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","UNITED-STATES/PRESIDENCY/INABILITY/PRESIDENTIAL-RESUMPTION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000050; source_construction=US-AM-ATOM-CAND-000051; amendment=25; section=4; child=6/6."
"US-CM-000334","US-AM-ATOM-000119","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/VOTING/AGE-18","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000051; source_construction=US-AM-ATOM-CAND-000052; amendment=26; section=1; child=1/1."
"US-CM-000335","US-AM-ATOM-000120","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CONGRESS/AMENDMENT-26/ENFORCEMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000052; source_construction=US-AM-ATOM-CAND-000053; amendment=26; section=2; child=1/1."
"US-CM-000336","US-AM-ATOM-000121","F7","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: No law, varying the compensation for the services of the Senators and Representatives, shall take effect, until an election of Representatives shall have intervened.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","UNITED-STATES/CONGRESS/COMPENSATION/EFFECTIVE-DELAY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000053; source_construction=US-AM-ATOM-CAND-000054; amendment=27; section=; child=1/1."
